date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-29,maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-30,maharashtra,Onion Big,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-30,maharashtra,Onion Small,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-30,maharashtra,Tomato,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-30,maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-30,maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-30,maharashtra,Potato,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-30,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-30,maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-30,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-30,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-30,maharashtra,Baby Corn,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-30,maharashtra,Banana Flower,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-30,maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-30,maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-30,maharashtra,Bottle Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-30,maharashtra,Butter Beans,51,59 - 65,61 - 84,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-30,maharashtra,Broad Beans,68,78 - 86,82 - 112,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-30,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-30,maharashtra,Carrot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-30,maharashtra,Cauliflower,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-30,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-30,maharashtra,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-30,maharashtra,Colocasia Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-30,maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-30,maharashtra,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-30,maharashtra,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-30,maharashtra,Cucumber,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-30,maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-30,maharashtra,Dill Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-30,maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-30,maharashtra,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-30,maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-30,maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-30,maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-30,maharashtra,French Beans,185,213 - 235,222 - 305,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-30,maharashtra,Garlic,264,304 - 335,317 - 436,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-30,maharashtra,Ginger,125,144 - 159,150 - 206,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-30,maharashtra,Onion Green,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-30,maharashtra,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-30,maharashtra,Ivy Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-30,maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-30,maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-30,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-30,maharashtra,Mushroom,85,98 - 108,102 - 140,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-30,maharashtra,Mustard Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-30,maharashtra,Ladies Finger,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-30,maharashtra,Pumpkin,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-30,maharashtra,Radish,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-30,maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-30,maharashtra,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-30,maharashtra,Snake Gourd,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-30,maharashtra,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-30,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-30,maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-31,maharashtra,Onion Big,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-31,maharashtra,Onion Small,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-31,maharashtra,Tomato,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-31,maharashtra,Green Chilli,69,79 - 88,83 - 114,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-31,maharashtra,Beetroot,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-31,maharashtra,Potato,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-31,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-31,maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-31,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-31,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-31,maharashtra,Baby Corn,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-31,maharashtra,Banana Flower,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-31,maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-31,maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-31,maharashtra,Bottle Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-31,maharashtra,Butter Beans,51,59 - 65,61 - 84,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-31,maharashtra,Broad Beans,68,78 - 86,82 - 112,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-31,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-31,maharashtra,Carrot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-31,maharashtra,Cauliflower,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-31,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-31,maharashtra,Coconut,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-31,maharashtra,Colocasia Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-31,maharashtra,Colocasia,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-31,maharashtra,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-31,maharashtra,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-31,maharashtra,Cucumber,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-31,maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-31,maharashtra,Dill Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-31,maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-31,maharashtra,Brinjal,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-31,maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-31,maharashtra,Elephant Yam,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-31,maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-31,maharashtra,French Beans,185,213 - 235,222 - 305,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-31,maharashtra,Garlic,264,304 - 335,317 - 436,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-31,maharashtra,Ginger,125,144 - 159,150 - 206,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-31,maharashtra,Onion Green,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-31,maharashtra,Green Peas,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-31,maharashtra,Ivy Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-31,maharashtra,Lemon (Lime),94,108 - 119,113 - 155,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-31,maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-31,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-31,maharashtra,Mushroom,85,98 - 108,102 - 140,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-31,maharashtra,Mustard Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-31,maharashtra,Ladies Finger,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-31,maharashtra,Pumpkin,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-31,maharashtra,Radish,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-31,maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-31,maharashtra,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-31,maharashtra,Snake Gourd,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-31,maharashtra,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-31,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-31,maharashtra,Sweet Potato,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-01,maharashtra,Onion Big,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-01,maharashtra,Onion Small,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-01,maharashtra,Tomato,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-01,maharashtra,Green Chilli,86,99 - 109,103 - 142,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-01,maharashtra,Beetroot,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-01,maharashtra,Potato,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-01,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-01,maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-01,maharashtra,Amla,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-01,maharashtra,Ash gourd,21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-01,maharashtra,Baby Corn,58,67 - 74,70 - 96,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-01,maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-01,maharashtra,Capsicum,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-01,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-01,maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-01,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-01,maharashtra,Broad Beans,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-01,maharashtra,Cabbage,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-01,maharashtra,Carrot,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-01,maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-01,maharashtra,Cluster beans,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-01,maharashtra,Coconut,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-01,maharashtra,Colocasia Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-01,maharashtra,Colocasia,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-01,maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-01,maharashtra,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-01,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-01,maharashtra,Curry Leaves,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
